cell_type,chrom,start,end,frequency,recurrent,region_width_bp,region_width_kb,nearest_other_cell_line,nearest_edge_distance_bp,nearest_edge_distance_kb,overlap_other_line,within_1mb_other_line
BJ,chr7,40039898,40663136,1,False,623238,623.24,U2OS,1300461,1300.461,False,False
BJ,chr7,41957408,42432025,1,False,474617,474.62,U2OS,0,0.0,True,True
BJ,chr7,67200332,67540965,1,False,340633,340.63,U2OS,1699151,1699.151,False,False
BJ,chr7,68268295,68652173,1,False,383878,383.88,U2OS,587943,587.943,False,True
BJ,chr7,70346565,70772539,1,False,425974,425.97,RPE1,305150,305.15,False,True
BJ,chr7,79078180,79396956,1,False,318776,318.78,U2OS,0,0.0,True,True
BJ,chr7,82049833,83577345,1,False,1527512,1527.51,RPE1,0,0.0,True,True
BJ,chr7,122191746,122677286,1,False,485540,485.54,RPE1,128356,128.356,False,True
BJ,chr7,123870119,124085249,1,False,215130,215.13,U2OS,802166,802.166,False,True
BJ,chr7,132645930,132773156,1,False,127226,127.23,RPE1,911388,911.388,False,True
BJ,chr7,134063363,134274830,1,False,211467,211.47,RPE1,2328821,2328.821,False,False
BJ,chr8,11460904,12743458,6,True,1282554,1282.55,U2OS,1952387,1952.387,False,False
BJ,chr8,54445613,54708315,1,False,262702,262.7,RPE1,286469,286.469,False,True
BJ,chr8,56889731,57086486,1,False,196755,196.75,RPE1,1711199,1711.199,False,False
BJ,chr8,124649969,125214784,1,False,564815,564.82,RPE1,0,0.0,True,True
BJ,chr8,140970677,141084560,1,False,113883,113.88,RPE1,0,0.0,True,True
BJ,chr9,16500707,16772915,1,False,272208,272.21,RPE1,3630450,3630.45,False,False
BJ,chr9,91765394,92043059,1,False,277665,277.67,U2OS,61866,61.866,False,True
BJ,chr9,93273585,93540492,1,False,266907,266.91,U2OS,1012182,1012.182,False,False
BJ,chr9,118837696,119410918,1,False,573222,573.22,U2OS,0,0.0,True,True
BJ,chrX,1004111,1342402,1,False,338291,338.29,RPE1,2895583,2895.583,False,False
BJ,chrX,28943252,29088650,1,False,145398,145.4,RPE1,11209928,11209.928,False,False
BJ,chrX,44949882,45100982,1,False,151100,151.1,RPE1,866167,866.167,False,True
BJ,chrX,46990920,47268590,1,False,277670,277.67,RPE1,0,0.0,True,True
